year,rank,artist,title,wiki.url,songlyrics.url,lyrics,song.length,label,genre,line_repeat_count,title_repeat_count
1961,1,Bobby Lewis,"""Tossin' and Turnin'""",https://en.wikipedia.org/wiki/Tossin%27_and_Turnin%27,https://www.songlyrics.com/bobby-lewis/tossin-and-turnin-lyrics/,"Baby, baby, you did something to me
I couldn't sleep at all last night
Just thinkin' of you
Aw baby, things weren't right
Well, I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
I kicked the blankets on the floor
Turned my pillow upside down
I never, never did before
'Cause I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Jumped outta bed, turned on the light
I pulled down the shade, went to the kitchen for a bite
Rolled up the shade, turned out the light
I jumped back into bed, it was the middle of the night
The clock downstairs was strikin' four
Couldn't get you of my mind
I heard the milkman at the door
'Cause I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Jumped outta bed, turned on the light
I pulled down the shade, went to the kitchen for a bite
Rolled up the shade, turned off the light
I jumped back into bed, it was the middle of the night
The clock downstairs was strikin' four
Couldn't get you of my mind
I heard the milkman at the door
'Cause I was tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Hey, hey, hey, she had me
Tossin' and turnin'
Turnin' and tossin'
A tossin' and turnin' all night
Tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night
Baby, baby, baby, got me
Tossin' and turnin'
Turnin' and tossin'
Tossin' and turnin' all night",2:29,Beltone,R&B,31,14
1961,2,Patsy Cline,"""I Fall to Pieces""",https://en.wikipedia.org/wiki/I_Fall_to_Pieces,https://www.songlyrics.com/patsy-cline/i-fall-to-pieces-lyrics/,"I fall to pieces
Each time I see you again
I fall to pieces
How can I be just your friend?

You want me to act like we've never kissed
You want me to forget (to forget)
Pretend we never met (never met)
And I've tried and I've tried
But I haven't yet
You walk by and I fall to pieces

I fall to pieces
Each time someone speaks your name
I fall to pieces
Time only adds to the flame

You tell me to find someone else to love
Someone who'll love me too (love me too)
The way you used to do (used to do)
But each time I go out with someone new
You walk by and I fall to pieces.

You walk by and I fall to pieces...",2:47,Decca,"Country pop, Nashville Sound",4,7
1961,3,The Highwaymen,"""Michael""",https://en.wikipedia.org/wiki/Michael_Row_the_Boat_Ashore,https://www.songlyrics.com/the-highwaymen/michael-lyrics/,"(Michael, row the boat ashore, hallelujah)
(Michael, row the boat ashore, hallelujah)

Sister, help to trim the sails (Hallelujah)
Sister, help to trim the sails (Hallelujah)

(Michael, row the boat ashore, hallelujah)
(Michael, row the boat ashore, hallelujah)

The River Jordan is chilly and cold (Hallelujah)
Chills the body but not the soul (Hallelujah)

(Michael, row the boat ashore, hallelujah)
(Michael, row the boat ashore, hallelujah)

River is deep and the river is wide (Hallelujah)
Milk and honey on the other side (Hallelujah)

(Michael, row the boat ashore, hallelujah)
(Michael, row the boat ashore, hallelujah)",2:57,United Artists,Folk,10,8
1961,4,Roy Orbison,"""Crying""",https://en.wikipedia.org/wiki/Crying_(Roy_Orbison_song),https://www.songlyrics.com/roy-orbison/crying-lyrics/,"I was alright, for a while
I could smile for a while
But I saw you last night
You held my hand so tight
As you stopped to say hello
Oh, you wished me well
You couldn't tell
That I've been
Crying over you
Crying over you

Then you said so long
Left me standing all alone
Alone and crying
Crying
Crying
Crying
It's hard to understand
But the touch of your hand
Can start me crying

I thought that I was over you
But it's true, so true
I love you even more
Than I did before
But darling, what can I do?
For you don't love me
And I'll always be
Crying over you
Crying over you
Yes, now you're gone

And from this moment on
I'll be crying
Crying
Crying
Crying
Yeah, I'm crying
Crying
Over you",2:46,Monument 447,Country,11,15
1961,5,Del Shannon,"""Runaway""",https://en.wikipedia.org/wiki/Runaway_(Del_Shannon_song),https://www.songlyrics.com/del-shannon/runaway-lyrics/,"As I walk along, I wonder
A what went wrong with our love
A love that was so strong
And as I still walk on I think of
The thing's we've done together
While our hearts were young

I'm a walkin' in the rain
Tears are fallin' and I feel a pain
A wishin' you were here by me
To end this misery
And I wonder
I wa wa wa wa wonder
Why
Why why why why why
She ran away
And I wonder where she will stay
My little runaway
My run run run run runaway

I'm a walking in the rain
Tears are fallin' and I feel a pain
A wishin' you were here by me
To end this misery
And I wonder
I wa wa wa wa wonder
Why
Why why why why why
She ran away
And I wonder where she will stay
My little runaway
A run run run run
Runaway

A run run run run
Runaway
A run run run run
Runaway",2:20,BigTop,Rock and roll,26,6
1961,6,The Jive Five,"""My True Story""",https://en.wikipedia.org/wiki/My_True_Story_(song),https://www.songlyrics.com/the-jive-five/my-true-story-lyrics/,"Cry, cry, cry whoa
Cry, cry, cry whoa
There is a story
That I must tell
Of two lovers
That I bewail
Now they must cry, cry, cry whoa
Their blues away (cry cry cry their blues away)
Her name was Sue, yes
His name was Earl
His love was Lorraine
She's a wonderful girl
But they must cry, cry, cry whoa
Their blues away (their blues away)
Love will make you happy
And love will make you cry
Love will make the tears fall
When your lover says goodbye
And then you'll cry, cry, cry whoa
Your blues away (cry cry cry your blues away)
This story ends here
It was no lie
Names have been changed dear
To protect you and I
But we must cry, cry, cry whoa
Our blues away (cry cry cry)
Mmm (whoa, whoa our blues away)
We must cry (cry cry cry whoa whoa our blues away) mm, oh baby",2:30,Beltone,Doo-wop,2,0
1961,7,Chubby Checker,"""Pony Time""",https://en.wikipedia.org/wiki/Pony_Time,https://www.songlyrics.com/chubby-checker/pony-time-lyrics/,"OVERVIEW

LISTEN

PEOPLE ALSO SEARCH FOR

Lyrics

It's pony time, get up
Boogety, boogety, boogety shoo

Hey now let's party with the union hall,
It's pony time when ya hear this call,
So get with it,
Don't quit it,
Get up.

Do the pony with your partner,
With a big boss line,
Well anyway ya do it,
You're gonna look real fine,
So get with it,
Don't quit it,
Get up.

Now ya turn to the left when I say gee,
You turn to the right when I say haw,
Now gee, ya ya baby,
Now haw, ya oh baby, oh baby, pretty baby,
Do it baby, oh baby, oh baby,
Boogety, boogety, boogety, boogety shoo.

Gonna see little Suzie, who lives next door,
She's doin' the pony, she's takin' the floor,
Eeea ah, so get with it, don't quit it, come on,
Boogety, boogety, boogety, boogety shoo.

Do the pony with your pardner,
Oh in a big boss line,
But anyway you do it,
You're gonna look just fine,
So get with, Don't quit it,
Come on. Eeeaaah

Now you turn to the left when I say gee,
You turn to the right when I say haw,
Now gee, ya ya little baby,
Now haw, ya oh baby, oh baby, pretty baby,
Do it baby, oh baby, oh baby,
Boogety, boogety, boogety, boogety",2:27,Parkway 818,R&B,14,2
1961,8,The String-A-Longs,"""Wheels""",https://en.wikipedia.org/wiki/Wheels_(The_String-A-Longs_song),https://www.songlyrics.com/the-string-a-longs/wheels-lyrics/,"Berry Chuck
Miscellaneous
Down The Road A Piece
Now if you wanna hear some boogie like I'm gonna play
It's just an old piano and a knockout bass
The drummer man's a cat they call Kickin' McCoy
You know, remember that rubber-legged boy?
Mama's cookin' chicken fried and bacon grease
Come on along boys it's just down the road apiece

Well, there's a place you really get your kicks
It's open every night about twelve to six
Now if you wanna hear some boogie you can get your fill
And shove and sting like an old steam drill
Come on along you can lose your lead
Down the road, down the road, down the road apiece

There's a place you really get your kicks
It's open every night about twelve to six
Now if you wanna hear some boogie you can get your fill
And shove and sting like an old steam drill
Come on along you can lose your lead
Down the road, down the road, down the road apiece",1:55,Warwick,Instrumental,10,0
1961,9,Dee Clark,"""Raindrops""",https://en.wikipedia.org/wiki/Raindrops_(Dee_Clark_song),https://www.songlyrics.com/dee-clark/raindrops-lyrics/,"A raindrops
So many
It feels like raindrops falling from my eyes
Falling from my eyes

Since my love has left me
I'm so all alone
I would bring her back to me
But I don't know where she is gone
I don't know where she's gone

There must be a cloud in my head
Rain keeps falling from my eye, eye
Oh no this can't be teardrops
For a man ain't supposed to cry

So it must be raindrops
So many raindrops
It feels like raindrops
Falling from my eyes, eyes
Falling from my eyes

There must be a cloud in my head
Rain keeps falling from my eye, eye
Oh no this can't be teardrops
For a man ain't supposed to cry

So it must be raindrops
So many raindrops
It feels like raindrops
Falling from my eyes, eyes
Falling from my eyes

It keeps on falling
Falling from my eyes. ...(ad lib)",2:51,Vee-Jay 383,R&B,19,8
1961,10,Joe Dowell,"""Wooden Heart""",https://en.wikipedia.org/wiki/Wooden_Heart,https://www.songlyrics.com/joe-dowell/wooden-heart-lyrics/,"Can't you see I love you
Please don't break my heart in two
That's not hard to do
'Cause I don't have a wooden heart

And if you say good-bye
Then I know that I would cry
Maybe I would die
'Cause I don't have a wooden heart

There are no strings upon this love of mine
It was always you from the start
Treat me nice, treat me good, treat me like you know you should
'Cause I'm not made of wood and I don't have a wooden heart",2:03,RCA,"Pop, folk",2,3
1962,1,Acker Bilk,"""Stranger on the Shore""",https://en.wikipedia.org/wiki/Stranger_on_the_Shore,https://www.songlyrics.com/acker-bilk/stranger-on-the-shore-lyrics/,"I like it, I like it
I like the way you run your fingers through my hair
And I like the way you tickle my chin
And I like the way you let me come in
When your mama ain't there
I like it, I like it
I like the words you say and all the things you do
And I like the way you straighten my tie
And I like the way you're winkin' your eye
And I know I like you
You know I like you
Do that again
You're driving me insane
Kiss me once more
That's another thing I like you for
I like it, I like it
I like the funny feeling being here with you
And I like it more with every day
And I like it always hearing you say
You're likin' it too
You're likin' it too
I'm askin' you
What do you want to do
Do you agree
That the world was made for you and me
I like it, I like it
I like the funny feeling being here with you
And I like it more with every day
And I like it always hearing you say
You're likin' it too
You're likin' it too
Whoa-oh, I like it
Are you likin' it too",2:52,"Columbia DB4750 (UK)
Atco 45-6217 (US)","Jazz, easy listening, pop",14,0
1962,2,Ray Charles,"""I Can't Stop Loving You""",https://en.wikipedia.org/wiki/I_Can%27t_Stop_Loving_You,https://www.songlyrics.com/ray-charles/i-can-t-stop-loving-you-lyrics/,"I've made up my mind
To live in memories of the lonesome times
(I can't stop wanting you)

It's useless to say
So I'll just live my life of dreams of yesterday
(Dreams of yesterday)

Those happy hours that we once knew
Tho' long ago, they still make me blue

They say that time heals a broken heart

But time has stood still since we've been apart
(I can't stop loving you)

I've made up my mind
To live in memories of the lonesome times
(I can't stop wanting you)

It's useless to say
So I'll just live my life of dreams of yesterday

(Those happy hours)
Those happy hours
(That we once knew)
That we once knew
(Tho' long ago)
Tho' long ago
(Still make me blue)
Still make me blue

(They say that time)
They say that time
(Heals a broken heart)
Heals a broken heart
(But time has stood still)
Time has stood still
(Since we've been apart)
Since we've been apart

(I can't stop loving you)
I said I made up my mind
To live in memories of the lonesome times
Sing the song, children
(I can't stop wanting you)

It's useless to say
So I'll just live my life of dreams of yesterday
(Of yesterday)",2:37,RCA Victor,Country,16,2
1962,3,Dee Dee Sharp,"""Mashed Potato Time""",https://en.wikipedia.org/wiki/Mashed_Potato_Time,https://www.songlyrics.com/dee-dee-sharp/mashed-potato-time-lyrics/,"It's the latest
It's the greatest
Mashed Potato (yeah, yeah, yeah, yeah)

A Mashed Potato started long time ago
With a guy named Sloppy Joe
You'll find this dance is so cool to do
Come on baby, gonna teach it to you

(Mashed Potato) Hear that groovy beat now
(Mashed Potato) Come on and twist your feet now, baby
(It's the latest) Come on, honey
(It's the greatest) Come on, baby
(Mashed Potato) Yeah, yeah, yeah, yeah

And then this dance just grew and grew
They look for records, they could do it to
They found this dance was out of sight
Doin' the lion sleeps tonight

(Mashed Potato) Yeah, a weem o wep a weem o wepa
(Mashed Potato) Yeah, yeah, yeah, yeah
(It's the latest) Aw, baby
(It's the greatest) Come on, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

Now everybody is doin' fine
They dance along or a big boss line
And they discovered it's the most, man
The day they did it to ""Please Mr. Postman""

(Mashed Potato) Wait a minute, wait a minute
(Mashed Potato) Deliver de letter
(It's the latest) Come on, baby
(It's the greatest) Oh, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

Well they got with it, more and more
You ought to see 'em around the floor
The Mashed Potato took a long long list
They even do it to ""Dear Lady Twist""

(Mashed Potato) Stand up from your chair now
(Mashed Potato) Yeah, yeah, yeah, yeah
(It's the latest) Come on, baby
(It's the greatest) Oh, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

(Mashed Potato) Feel the groovy beat, yeah",2:27,Cameo,"R&B, pop",10,0
1962,4,Bobby Vinton,"""Roses Are Red (My Love)""",https://en.wikipedia.org/wiki/Roses_Are_Red_(My_Love),https://www.songlyrics.com/bobby-vinton/roses-are-red-my-love-lyrics/,"Roses are red, my love

A long, long time ago
On graduation day
You handed me your book
I signed this way

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you""

We dated through high school
And when the big day came
I wrote into your book
Next to my name

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you""

Then I went far away
And you found someone new
I read your letter dear
And I wrote back to you

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
Good luck, may God bless you""

Is that your little girl?
She looks a lot like you
Someday, some boy will write
In her book too

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you""",2:38,Epic,Traditional pop,15,5
1962,5,David Rose,"""The Stripper""",https://en.wikipedia.org/wiki/The_Stripper,https://www.songlyrics.com/david-rose/the-stripper-lyrics/,Instrumental,1:57,MGM,Jazz,NA,0
1962,6,Shelley Fabares,"""Johnny Angel""",https://en.wikipedia.org/wiki/Johnny_Angel_(song),https://www.songlyrics.com/shelley-fabares/johnny-angel-lyrics/,"Johnny Angel, how I want him
How I tingle when he passes by
Every time he says ""Hello"" my heart begins to fly

I get carried away
I dream of him and me and how it's gonna be
(Other fellas) call me up for a date
But I just sit and wait, I'd rather concentrate

On Johnny Angel (Johnny Angel)
'Cause I love him ('cause I love him)
And I pray that someday he'll love me
And together we will see how lovely heaven will be

I get carried away
I dream of him and me and how it's gonna be
(Other fellas) call me up for a date
But I just sit and wait, I'd rather concentrate

On Johnny Angel (Johnny Angel)
'Cause I love him ('cause I love him)
And I pray that someday he'll love me
And together we will see how lovely heaven will be

Johnny Angel (Johnny Angel) you're an angel to me

Johnny Angel (Johnny Angel) you're an angel to me",2:19,Colpix,Pop,18,9
1962,7,Little Eva,"""The Loco-Motion""",https://en.wikipedia.org/wiki/The_Loco-Motion,https://www.songlyrics.com/little-eva/the-loco-motion-lyrics/,"Everybody's doing a brand new dance now
(Come on, baby, do the loco-motion)
I know you'll get to like it if you give it a chance now
(Come on, baby, do the loco-motion)

My little baby sister can do it with ease
It's easier than learning your A-B-C's
So come on, come on, do the loco-motion with me
You gotta swing your hips now
Come on, baby
Jump up, jump back
Well, I think you've got the knack, whoa, whoa

Now that you can do it, let's make a chain now
(Come on, baby, do the loco-motion)
A chugga-chugga motion like a railroad train now
(Come on, baby, do the loco-motion)

Do it nice and easy now, don't lose control
A little bit of rhythm and a lotta soul
Come on, come on, do the loco-motion with me

Yay, yay, yay, yeah
Move around the floor in a loco-motion
(Come on, baby, do the loco-motion)
Do it holding hands if you do get the notion
(Come on, baby, do the loco-motion)

There's never been a dance that's so easy to do
It even makes you happy when you're feeling blue
So come on, come on, do the loco-motion with me
(Come on) you gotta swing your hips now

(Come on) that's right (do the loco-motion)
You're doing fine (come on, do the loco-motion)
Come on, baby (come on, do the loco-motion)
Mm-mm-mm
Jump up (come on) jump back (do the loco-motion)
You're looking good (come on)",2:27,Dimension 1000,"Pop, rhythm and blues",8,13
1962,8,The Sensations,"""Let Me In""",https://en.wikipedia.org/wiki/Let_Me_In_(The_Sensations_song),https://www.songlyrics.com/the-sensations/let-me-in-lyrics/,"Let me in whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)

I can see the dancin' (let me in)
The silhouettes on the shade
I hear the music (music), all the lovers on parade
Open up (let me in), I want to come in again
I thought you were my friend

Pitter patter of those fee-ee-ee-ee-eet
Movin' and a-groovin' with that be-eat
Jumpin' and stompin on the flo-o-o-o-oor
(Lemme in) Let me in!
(Open up) Open up!
Why don't you open up that door? (let me in)

I-uh (open up) hear music let me in (music)
I want to come in again
Let me in (let me in), a-well I heard it just then
I thought you were my friend

Whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)

Pitter patter of the fee-ee-ee-ee-eet
Movin' and a-groovin' with that be-eat
Jumpin' and stompin on the flo-o-o-o-oor
(Lemme in) Let me in!
(Open up) Open up!
Why don't you open up that door? (let me in)

I-uh-I-uh-I (open up) hear music, let me in (music)
Oh I heard it just then
Let me in (let me in)
I want to come in again
I thought you were my friend

Whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)
(Hoo-ooh-oop-whee-ooh)
(Hoo-ooh-oop-whee-ooh)
(Hoo-ooh-oop-whee-ooh)",3:07,Argo,R&B,23,13
1962,9,Chubby Checker,"""The Twist""",https://en.wikipedia.org/wiki/The_Twist_(song),https://www.songlyrics.com/chubby-checker/the-twist-lyrics/,"Come on baby
Let's do the twist
Come on baby
Let's do the twist
Take me by my little hand
And go like this

E-yah twist
Baby, baby twist
Oh yeah, just like this

Come on little miss and do the twist

My daddy is sleepin'
And mama ain't around
Yeah, daddy just sleepin'
And mama ain't around
We're gonna twisty twisty twisty
'Til we tear the house down

Come on and twist
Yeah, baby twist
Oh yeah, just like this

Come on little miss and do the twist

E-yah

Yeah, you should see my little sis'

You should see my my little sis'

She really knows how to rock
She knows how to twist

Come on and twist
Yeah, baby twist
Oh yeah, just like this

Come on little miss and do the twist

Yeah
That's all now
Yeah, twist all night

Twist
('Round and 'round and 'round)",2:34,Parkway,"Pop, rock and roll",16,5
1962,10,The Shirelles,"""Soldier Boy""",https://en.wikipedia.org/wiki/Soldier_Boy_(The_Shirelles_song),https://www.songlyrics.com/the-shirelles/soldier-boy-lyrics/,"Soldier boy
Oh my little soldier boy
I'll be true to you

You were my first love
And you'll be my last love
I will never make you blue
I'll be true to you

In the whole world
You can love but one girl
Let me be the one girl
For I'll be true to you

Wherever you go
My heart will follow
I love you so
I'll be true to you

Take my love with you
To any port or foreign shore
Darling you must feel for sure
And I'll be true to you

Soldier boy
Oh my little soldier boy
I'll be true to you",2:42,Scepter (Florence Greenberg-Owner),R&B,8,4
1963,1,The Beach Boys,"""Surfin' U.S.A.""",https://en.wikipedia.org/wiki/Surfin%27_U.S.A._(song),https://www.songlyrics.com/the-beach-boys/surfin-u-s-a-lyrics/,"If everybody had an ocean
Across the U.S.A.
Then everybody'd be surfin'
Like Californi-a
You'd seem 'em wearing their baggies
Huarachi sandals too
A bushy bushy blonde hairdo
Surfin' U.S.A.

You'd catch 'em surfin' at Del Mar
Ventura County line
Santa Cruz and Trestle
Australia's Narrabeen
All over Manhattan
And down Doheny Way

Everybody's gone surfin'
Surfin' U.S.A.

We'll all be planning that route
We're gonna take real soon
We're waxing down our surfboards
We can't wait for June
We'll all be gone for the summer
We're on surfari to stay
Tell the teacher we're surfin'
Surfin' U.S.A.

Haggerties and Swamies
Pacific Palisades
San Anofree and Sunset
Redondo Beach L.A.
All over La Jolla
At Waimia Bay
Everybody's gone surfin'
Surfin' U.S.A.

Everybody's gone surfin'
Surfin' U.S.A.

Everybody's gone surfin'
Surfin' U.S.A.

Everybody's gone surfin'
Surfin' U.S.A.

Everybody's gone surfin'
Surfin' U.S.A.

(Everybody's gone surfin'
Surfin' U.S.A.)",2:29,Capitol,"Vocal surf, rock and roll",14,9
